# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_clim_half_lives_to_flat.py on Wed Nov 12 23:30:41 2025
id	common_name	half_life (units.min)
"EG10454-MONOMER"	"truA"	1754.4777187320042
"DEOA-MONOMER"	"deoA"	2023.1786438996955
"GLYCOGEN-BRANCH-MONOMER"	"glgB"	31263.558942711792
"DALADALALIGB-MONOMER"	"ddlB"	5002.203616393163
"THREODEHYD-MONOMER"	"tdh"	873.1222649649891
"LARGEILVB-MONOMER"	"ilvB"	390.8045523935206
"AIRS-MONOMER"	"purM"	8438.175500257643
"GART-MONOMER"	"purN"	7041.908566030833
"FOLC-MONOMER"	"folC"	2195.4096907174203
"ISOCITDEH-SUBUNIT"	"icd"	1546.8143187618666
"ARABISOM-MONOMER"	"araA"	3098.1001628952827
"EG11128-MONOMER"	"yciH"	303.24437128827367
"EG10626-MONOMER"	"mutT"	2045.0749352718647
"CREB-MONOMER"	"creB"	1705.015173212147
"EG11059-MONOMER"	"usg"	2203.2440090805308
"EG10824-MONOMER"	"recB"	554.4654333037375
"EG10968-MONOMER"	"sppA"	3169.2507043155097
"EG10240-MONOMER"	"dnaJ"	1595.7805140845555
"ASPKINIII-MONOMER"	"lysC"	1488.006858685013
"PTSI-MONOMER"	"ptsI"	5945.2414612509365
"EG10459-MONOMER"	"hsdR"	984.0443526809078
"EG10458-MONOMER"	"hsdM"	2685.214980520902
"MALATE-SYNTHASE"	"aceB"	393.9392118535511
"EG11073-MONOMER"	"xthA"	3828.252652714757
"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	"avtA"	990.0501315411483
"XYLULOKIN-MONOMER"	"xylB"	866.4929142023582
"UROGENIIISYN-MONOMER"	"hemD"	842.4985338367314
"HEMX-MONOMER"	"hemX"	5256.885093609667
"2-ISOPROPYLMALATESYN-MONOMER"	"leuA"	545.5366189953074
"EG10673-MONOMER"	"ompT"	4518.753864663561
"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"	"motA"	146.53986099580854
"EG10416-MONOMER"	"grpE"	1651.870977507118
"PYRUVFORMLY-MONOMER"	"pflB"	364.27408806541786
"MANNPDEHYDROG-MONOMER"	"mtlD"	2031.005762422292
"PUTA-MONOMER"	"putA"	401.5468147312121
"EG10218-MONOMER"	"dedD"	889.1121190312447
"ARGT-MONOMER"	"argT"	4087.49922850086
"GLUSYNLARGE-MONOMER"	"gltB"	1717.1888448545924
"GLUSYNSMALL-MONOMER"	"gltD"	1232.9107673576295
"MODC-MONOMER"	"modC"	8642.794316828542
"UHPB-MONOMER"	"uhpB"	1687.4803022429742
"EG10837-MONOMER"	"rep"	395.7246873743585
"EG11061-MONOMER"	"uvrA"	6527.607189971844
"2-OCTAPRENYLPHENOL-HYDROX-MONOMER"	"ubiB"	1785.9160763049617
"ACETATEKINA-MONOMER"	"ackA"	6862.233716153175
"LEUC-MONOMER"	"leuC"	311.6149013268195
"EG50003-MONOMER"	"acpP"	1867.6414385550995
"ALARACEBIOSYN-MONOMER"	"alr"	8343.245415199639
"G7325-MONOMER"	"iscS"	324.71276050627256
"EG10651-MONOMER"	"nfo"	253.9604294456348
"N-ACETYLTRANSFER-MONOMER"	"argA"	394.91992312586433
"ACETYLGLUTKIN-MONOMER"	"argB"	2729.7446504715026
"AROA-MONOMER"	"aroA"	5904.646347103178
"AROK-MONOMER"	"aroK"	551.0945667601703
"AROL-MONOMER"	"aroL"	947.1878910775894
"ARGSUCCINSYN-MONOMER"	"argG"	3009.394525350768
"ATPC-MONOMER"	"atpC"	2764.583651461574
"G6851-MONOMER"	"bidA"	469.98304189989034
"GLYCEROL-KIN-MONOMER"	"glpK"	3062.3311753438256
"EG10159-MONOMER"	"clpX"	169.12840923826457
"EG11881-MONOMER"	"hslU"	2782.364513261712
"CMPKI-MONOMER"	"cmk"	1570.9726455192047
"PANTOTHENATE-KIN-MONOMER"	"coaA"	883.1478156651358
"PANTEPADENYLYLTRAN-MONOMER"	"coaD"	2781.6637819448906
"DALADEHYDROGA-MONOMER"	"dadA"	113.75462564785656
"DIAMINOPIMEPIM-MONOMER"	"dapF"	1096.0098892222775
"EG11440-MONOMER"	"def"	745.2837666734199
"PPENTOMUT-MONOMER"	"deoB"	1008.0837277361229
"DEOXYRIBOSE-P-ALD-MONOMER"	"deoC"	2292.3882988015284
"ACNEULY-MONOMER"	"nanA"	652.1996005207895
"ALTRO-OXIDOREDUCT-MONOMER"	"uxaB"	1344.4874304967752
"EG11852-MONOMER"	"dtd"	3689.6688756319013
"EG10360-MONOMER"	"fusA"	2508.630033588838
"EG12099-MONOMER"	"efp"	1505.445529848443
"EG11033-MONOMER"	"tsf"	4608.971778323363
"G7319-MONOMER"	"der"	4437.841948556067
"EG11203-MONOMER"	"yihA"	5836.9676353660025
"ENOLASE-MONOMER"	"eno"	2242.2822505267104
"FABH-MONOMER"	"fabH"	3245.022629340927
"PD00196"	"fis"	49.83800651303756
"FLGH-FLAGELLAR-L-RING"	"flgH"	1312.36442891191
"FLGI-FLAGELLAR-P-RING"	"flgI"	1541.704923187087
"G7424-MONOMER"	"ftsB"	1458.0417936125914
"GLYC3PDEHYDROGBIOSYN-MONOMER"	"gpsA"	1693.962957734726
"GTP-CYCLOHYDRO-I-MONOMER"	"folE"	529.8084448884307
"EG10375-MONOMER"	"mnmG"	246.7004978282231
"GLUCOKIN-MONOMER"	"glk"	2310.4152851193553
"G6810-MONOMER"	"glsB"	3106.672146255537
"PHOSNACMURPENTATRANS-MONOMER"	"mraY"	3369.4043269219214
"EG10415-MONOMER"	"greA"	1063.1389700157652
"GLUTCYSLIG-MONOMER"	"gshA"	1066.3715912409134
"GLUTRNAREDUCT-MONOMER"	"hemA"	186.94485726926038
"PD00348"	"ihfB"	880.6360053451727
"G7744-MONOMER"	"hslO"	483.47419789105675
"EG10241-MONOMER"	"dnaK"	2041.7124108483326
"EG12130-MONOMER"	"hscA"	1044.7359830208734
"EG10461-MONOMER"	"htpG"	2839.6241686198646
"EG10505-MONOMER"	"infB"	2101.841170472352
"EG10506-MONOMER"	"infC"	4679.384592599931
"KDO-8PSYNTH-MONOMER"	"kdsA"	1934.268135230341
"PRPPSYN-MONOMER"	"prs"	9447.660493887448
"DTMPKI-MONOMER"	"tmk"	2766.697292379273
"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"	"lpxA"	4800.8070435579875
"UDPACYLGLCNACDEACETYL-MONOMER"	"lpxC"	66.52432940748227
"EG11438-MONOMER"	"yceF"	777.215820663009
"METHGLYSYN-MONOMER"	"mgsA"	2013.5077718865402
"EG10598-MONOMER"	"minE"	510.4746663006678
"EG11666-MONOMER"	"moaC"	1658.0147550373806
"EG11433-MONOMER"	"msrA"	651.5401176020496
"EG12394-MONOMER"	"msrB"	667.1533857409684
"G7717-MONOMER"	"kefG"	4769.107674339046
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	"nagB"	5257.1929875996175
"NANE-MONOMER"	"nanE"	4723.969559670467
"NUCLEOSIDE-DIP-KIN-MONOMER"	"ndk"	1410.7419292042564
"G7459-MONOMER"	"rppH"	796.7644284069705
"ASPCARBCAT-MONOMER"	"pyrB"	2363.726550659304
"ASPDECARBOX-MONOMER"	"panD"	306.9100937223448
"6PFK-1-MONOMER"	"pfkA"	2732.172592327465
"PGAM2-MONOMER"	"ytjC"	1078.2279645171923
"EG10689-MONOMER"	"pcm"	2219.4239622309697
"GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"plsB"	3916.190773149873
"PPK-MONOMER"	"ppk"	3417.7808843356747
"GLUTKIN-MONOMER"	"proB"	1618.9985689375005
"PD00205"	"lexA"	434.7858567486503
"EG11920-MONOMER"	"pepE"	2104.845274987947
"EG10785-MONOMER"	"pth"	2153.006063209219
"ADENYLOSUCCINATE-SYN-MONOMER"	"purA"	2635.5255328483395
"SAICARSYN-MONOMER"	"purC"	2663.4811443490103
"DIHYDROOROTOX-MONOMER"	"pyrD"	2693.519419750328
"OROPRIBTRANS-MONOMER"	"pyrE"	2150.9167213630244
"CTPSYN-MONOMER"	"pyrG"	69500.86438857418
"ASPCARBREG-MONOMER"	"pyrI"	2290.3139043430833
"SPED-MONOMER"	"speD"	2445.487545591851
"EG10812-MONOMER"	"queA"	854.3935093705844
"EG11178-MONOMER"	"rbfA"	4190.806577825235
"EG10834-MONOMER"	"recR"	861.9328535314265
"EG12114-MONOMER"	"prfC"	13231.611963809935
"GTP-CYCLOHYDRO-II-MONOMER"	"ribA"	2065.5992276969546
"DIOHBUTANONEPSYN-MONOMER"	"ribB"	90.636544104517
"EG10872-MONOMER"	"rplK"	2368.991874272921
"EG10880-MONOMER"	"rplS"	675.0818338065415
"EG10864-MONOMER"	"rplA"	1583.2670236127626
"EG10886-MONOMER"	"rpmB"	998.0983549904993
"EG10889-MONOMER"	"rpmE"	611.7828386635124
"G6167-MONOMER"	"ykgM"	2416.0504591592635
"EG10890-MONOMER"	"rpmF"	2130.9285039960296
"EG10892-MONOMER"	"rpmH"	1764.6980405034133
"EG10870-MONOMER"	"rplI"	2070.7155936362133
"EG10909-MONOMER"	"rpsJ"	2277.95079759902
"EG10910-MONOMER"	"rpsK"	8269.418883014472
"EG10912-MONOMER"	"rpsM"	597.6088587391373
"EG10915-MONOMER"	"rpsP"	636.8224305167435
"EG10918-MONOMER"	"rpsS"	1722.438455663285
"EG10919-MONOMER"	"rpsT"	748.5412030640402
"EG10901-MONOMER"	"rpsB"	1040.908070602961
"EG10902-MONOMER"	"rpsC"	3036.1938382497924
"EG10903-MONOMER"	"rpsD"	1805.0329879206217
"EG10907-MONOMER"	"rpsH"	2790.3046081430703
"EG11153-MONOMER"	"rimM"	1388.8933002645958
"EG10857-MONOMER"	"rnc"	1034.0782429835208
"EG10860-MONOMER"	"rnhA"	931.5849042071702
"EG10862-MONOMER"	"rnpA"	1468.0511362353814
"RIB5PISOMA-MONOMER"	"rpiA"	2380.7130037317784
"EG10893-MONOMER"	"rpoA"	1665.3373359786742
"EG10899-MONOMER"	"rpoZ"	559.0359908495614
"EG10335-MONOMER"	"frr"	1555.4550638067678
"EG10924-MONOMER"	"ruvB"	667.2725325171953
"EG10925-MONOMER"	"ruvC"	909.086331268029
"S-ADENMETSYN-MONOMER"	"metK"	503.34455363300856
"EG10949-MONOMER"	"sfsA"	2657.123705928466
"DCTA-MONOMER"	"dctA"	5495.482954256059
"EG11782-MONOMER"	"smpB"	4416.904023113416
"SUCCCOASYN-BETA"	"sucC"	3168.8680548651673
"EG11305-MONOMER"	"tatE"	69.87268926236948
"EG10996-MONOMER"	"tgt"	2464.231408096157
"EG11003-MONOMER"	"tig"	2850.5850545816024
"TRYPTOPHAN-MONOMER"	"tnaA"	2216.795020955959
"TPI-MONOMER"	"tpiA"	3095.1399515431235
"G6660-MONOMER"	"tpx"	2815.9082246437983
"EG11023-MONOMER"	"trmD"	810.018202200012
"TRYPSYN-APROTEIN"	"trpA"	1057.6668882261238
"TRYPSYN-BPROTEIN"	"trpB"	2953.1185588376907
"PD00423"	"trpR"	1630.9032885547058
"THYMIDYLATESYN-MONOMER"	"thyA"	4722.331122468909
"2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER"	"ubiE"	1343.25686418424
"EG11137-MONOMER"	"yebC"	1018.7239353223487
"G7068-MONOMER"	"yeeN"	9883.589365000029
"EG11132-MONOMER"	"ppsR"	2048.773022277264
"EG11179-MONOMER"	"rimP"	10940.87156274652
"G7202-MONOMER"	"smrB"	459.1872855024987
"EG11100-MONOMER"	"ybaB"	1126.5183980702757
"G6451-MONOMER"	"ybjQ"	3932.4952577262666
"EG11323-MONOMER"	"ygfB"	2209.0612633815317
"EG11320-MONOMER"	"nrdR"	1701.229179988922
"G6230-MONOMER"	"yaiI"	1663.400103310681
"G6550-MONOMER"	"ymdB"	1151.4751221390586
"G6568-MONOMER"	"ycfP"	1302.1400003837055
"EG12605-MONOMER"	"yacL"	546.6771136092663
"G6240-MONOMER"	"yajQ"	2333.4248563396063
"URACIL-PRIBOSYLTRANS-MONOMER"	"upp"	4207.663797586125
"UDK-MONOMER"	"udk"	2270.4535016248337
"EG11062-MONOMER"	"uvrB"	798.8352016007846
"EG11063-MONOMER"	"uvrC"	925.2584532439274
"PD01343"	"wrbA"	2661.9327397244647
"EG11835-MONOMER"	"yihI"	951.8326702692276
"G7525-MONOMER"	"yqgF"	4164.856910602931
"EG10011-MONOMER"	"yaaA"	663.5794184075227
"EG11779-MONOMER"	"trmB"	1402.972119561274
"EG11254-MONOMER"	"rlmH"	2406.830050260821
"EG10244-MONOMER"	"dnaT"	520.0845396972616
"EG11592-MONOMER"	"ybeD"	138.67820319356142
"EG10844-MONOMER"	"rhlB"	1769.205980624253
"PSD-MONOMER"	"psd"	2046.5024441069777
"MONOMER0-741"	"yaeP"	371.71240110463384
"SERS-MONOMER"	"serS"	1463.0578503011961
"G6633-MONOMER"	"yciU"	1968.9594817846505
"ASNS-MONOMER"	"asnS"	3734.191210784875
"THRS-MONOMER"	"thrS"	3169.044606745029
"G7087-MONOMER"	"tmaR"	744.7237306619425
"EG12855-MONOMER"	"matP"	7370.190963764304
"LYSS-MONOMER"	"lysS"	2455.8635069856045
"LYSU-MONOMER"	"lysU"	2147.6380606495536
"EG11211-MONOMER"	"epmA"	2558.8321943349747
"EG11112-MONOMER"	"aat"	55.25147357656647
"G7532-MONOMER"	"yggX"	905.3466192245976
"EG11069-MONOMER"	"xerC"	246.2374379934915
"EG11071-MONOMER"	"xerD"	369.857390440641
"FUM-MEMB1"	"frdC"	15988.393913260334
"G6463-MONOMER"	"clpS"	39.99874274299454
"EG11879-MONOMER"	"rraA"	5831.705426359868
"EG11664-MONOMER"	"slyX"	1475.8558106913217
"EG12870-MONOMER"	"ycjF"	11254.309813203261
"EG11449-MONOMER"	"hdfR"	1644.6268949254145
"RPOC-MONOMER"	"rpoC"	1222.6891501207288
"EG11650-MONOMER"	"yafD"	231.56678162336587
"G7175-MONOMER"	"rbn"	2507.694577082515
"RPOB-MONOMER"	"rpoB"	2864.3203425991132
"PD01520"	"fadR"	3853.581788904533
"G7678-MONOMER"	"nanR"	820.0506120245833
"G7524-MONOMER"	"yqgE"	942.651266079951
"EG11410-MONOMER"	"yjgA"	910.7545681627855
"EG12115-MONOMER"	"yjjG"	46.65095822710263
"EG11195-MONOMER"	"yidA"	2046.0252793484365
"EG11121-MONOMER"	"yciA"	7362.383825346741
"G7837-MONOMER"	"blc"	3056.9766467411428
"EG10658-MONOMER"	"bamC"	1666.832587460256
"G6881-MONOMER"	"slyB"	2054.509608412299
"EG10669-MONOMER"	"ompA"	11507.485859058312
"EG10684-MONOMER"	"pal"	5468.38205313636
"EG12117-MONOMER"	"ompX"	7454.706376801161
"PGPPHOSPHAB-MONOMER"	"pgpB"	794.4153727852186
"G7457-MONOMER"	"mltA"	308.20325365717474
"G6093-MONOMER"	"bamA"	3915.6453230706193
"EG10850-MONOMER"	"rimI"	75007.18475338299
"EG10851-MONOMER"	"rimJ"	1987.2617211805189
"SPERMACTRAN-MONOMER"	"speG"	1935.7578533411934
"FABB-MONOMER"	"fabB"	3589.7702916109797
"G7184-MONOMER"	"alaA"	1245.8924925801912
"CHEW-MONOMER"	"cheW"	283.3872233974006
"EG12179-MONOMER"	"cspE"	47.741272931979026
"EG10242-MONOMER"	"dnaN"	5365.05948865681
"FRUCBISALD-CLASSI-MONOMER"	"fbaB"	9599.809974825617
"F16B-MONOMER"	"fbp"	1828.6676819815598
"EG10347-MONOMER"	"ftsZ"	192.60801356017186
"PD00260"	"fur"	782.9012571881882
"ERYTH4PDEHYDROG-MONOMER"	"epd"	1436.3839452325406
"GLUTAMINESYN-MONOMER"	"glnA"	3022.759010573735
"EG11517-MONOMER"	"glpX"	3230.610270734947
"GST-MONOMER"	"gstA"	4884.403212707734
"MONOMER0-2001"	"dapD"	2885.688171811807
"PD00242"	"araC"	120.0371781606419
"PD00197"	"fnr"	134.49138796797104
"PD00232"	"cysB"	2562.727543653108
"PD03938"	"metR"	69.02296650917339
"G6263-MONOMER"	"cueR"	167.62546252508503
"ISOCIT-LYASE-MONOMER"	"aceA"	1365.221367678635
"MONOMER0-185"	"modE"	45717.187412149055
"CFA-MONOMER"	"cfa"	36.902992247689156
"EG11149-MONOMER"	"gcvR"	1869.4489432844491
"2-DEHYDROPANTOATE-REDUCT-MONOMER"	"panE"	432.8208016475578
"G6363-MONOMER"	"ybeZ"	1044.565359225431
"EG10735-MONOMER"	"phoU"	2284.8774155746355
"EG11663-MONOMER"	"slyD"	1368.7466729119697
"G7865-MONOMER"	"fklB"	3284.102048431546
"EG12352-MONOMER"	"ppiC"	1328.8565250526422
"EG10542-MONOMER"	"lon"	7213.649594338807
"HYPOXANPRIBOSYLTRAN-MONOMER"	"hpt"	1994.9497094974768
"GPT-MONOMER"	"gpt"	2535.942230856614
"EG12147-MONOMER"	"npr"	442.4078321314112
"PFLACTENZ-MONOMER"	"pflA"	2659.8962041770533
"E3-MONOMER"	"lpd"	6012.37423056206
"THIOREDOXIN-REDUCT-NADPH-MONOMER"	"trxB"	2203.109236190811
"EG10215-MONOMER"	"deaD"	91.08699159189614
"GLUCONREDUCT-MONOMER"	"idnO"	1405.3037774761829
"ARCA-MONOMER"	"arcA"	2223.0090413186963
"CARBOXYL-TRANSFERASE-BETA-MONOMER"	"accD"	4742.258293741559
"ADHE-MONOMER"	"adhE"	2367.2367814825584
"ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"	"asd"	1744.1479408632624
"FERREDOXIN-MONOMER"	"fdx"	409.42487426241587
"FTSE-MONOMER"	"ftsE"	3974.5625777517116
"LACTALDREDUCT-MONOMER"	"fucO"	5554.011594893219
"LIVG-MONOMER"	"livG"	12215.753700526808
"G7462-MONOMER"	"tas"	1277.0892129542142
"G6259-MONOMER"	"ybaQ"	71.78800530600353
"G6423-MONOMER"	"ybiT"	3265.321699839053
"G7854-MONOMER"	"ulaR"	2846.432118555156
"YJJK-MONOMER"	"ettA"	4768.128843146316
"G7657-MONOMER"	"ibaG"	1208.4915149910717
"ZNUC-MONOMER"	"znuC"	639.7206560163528
"PD03695"	"cspA"	86.8957292172894
"EG12204-MONOMER"	"cspC"	583.8683836940896
"PROTEIN-PII"	"glnB"	4870.7012058916425
"PTSH-MONOMER"	"ptsH"	1775.0815779923437
"OMPR-MONOMER"	"ompR"	1417.0038170549728
"RED-THIOREDOXIN-MONOMER"	"trxA"	2688.673872044491
"EG12609-MONOMER"	"rluA"	3778.6344808874464
"EG11118-MONOMER"	"rluC"	1872.5248724504977
"G7449-MONOMER"	"truC"	41273.40202597065
"EG12044-MONOMER"	"rsuA"	1612.6311104458687
"YEEF-MONOMER"	"plaP"	54.67635433371709
"G6265-MONOMER"	"qmcA"	2398.556384522642
"G7014-MONOMER"	"yobA"	3572.13119882157
"EG11824-MONOMER"	"yghB"	634.7703960581114
"G6990-MONOMER"	"yeaY"	3248.1687201508876
"EG11089-MONOMER"	"yacC"	183.72296688658454
"G6108-MONOMER"	"dpaA"	117.49899146305647
"EG11877-MONOMER"	"uspD"	1941.2759299178313
"EG11246-MONOMER"	"uspE"	2359.47689427731
"G6403-MONOMER"	"ybhL"	405.35486761160104
"EG12132-MONOMER"	"iscA"	126.10863600192232
"SDAC-MONOMER"	"sdaC"	250.35817711264906
"CYCA-MONOMER"	"cycA"	584.0144991924626
"GLTL-MONOMER"	"gltL"	6286.817941206643
"MDLB-MONOMER"	"mdlB"	1516.0192243409754
"SAPD-MONOMER"	"sapD"	3946.644462368722
"SAPF-MONOMER"	"sapF"	17437.68226542568
"EG10484-MONOMER"	"hypB"	865.5720330521608
"EG11256-MONOMER"	"iraP"	314.46762486426076
"G6209-MONOMER"	"frmR"	1254.3219540629227
"EG11097-MONOMER"	"yajD"	164.06141183944638
"G6253-MONOMER"	"ylaC"	47.512029462659314
"EG12879-MONOMER"	"ybcJ"	721.3090586865341
"EG12851-MONOMER"	"ybeL"	1412.860699768596
"EG11521-MONOMER"	"ybfA"	347.01118890372027
"G6380-MONOMER"	"pxpB"	1639.9656227259939
"G6407-MONOMER"	"ybhP"	1596.7211389895458
"G6422-MONOMER"	"ldtB"	6913.781994370585
"EG12690-MONOMER"	"rarA"	1846.8419054177566
"G6472-MONOMER"	"ycaR"	1698.3844957585154
"G6496-MONOMER"	"yccF"	4776.335919632007
"EG12703-MONOMER"	"yccJ"	461.9467874835155
"EG12876-MONOMER"	"tusE"	3117.205954747952
"G6527-MONOMER"	"efeO"	16311.065072230851
"EG11119-MONOMER"	"yceD"	1057.8598107102239
"EG12444-MONOMER"	"ycfJ"	69.30577482921807
"G6565-MONOMER"	"lpoB"	2200.231250062053
"G6616-MONOMER"	"ycgL"	1615.3073635316266
