transcript_id	constituent_gene_names	length	operon_is_polycistronic	normalized_read_counts	deg_rate
TU0-12865	afuC, insAB2, insB2, insA2	2120.0	True	10.393350730161565	0.0022968897485962357
TU0-12866	yagA, yagB	1870.0	True	26.94988083646386	0.0014645967018634175
TU0-12867	yagE, yagF	2891.0	True	5.3130856690688715	0.0018438606063612645
TU0-12868	yagG, yagH	3005.0	True	6.731500449927097	0.0017766267753743154
TU0-12869	xynR	759.0	False	82.7360864098537	0.0016988901484312384
TU0-12870	insAB3, insB3, insA3	698.0	True	12.44257006424704	0.0022253853887564
TU0-12871	yagK	797.0	False	20.29240540027922	0.001582527809497592
TU0-12872	yagL, yagM	1580.0	True	4.326881452740887	0.0018845513529812835
TU0-12873	yagN	441.0	False	374.79580866200064	0.0022216255787177734
TU0-12874	intF	1401.0	False	95.27735649247505	0.0018337226998940352
TU0-12875	yagP	411.0	False	15.019914093628024	0.0015611422985584353
TU0-12876	paoD, paoC, paoB, paoA	4804.0	True	4.905948093078588	0.001820150739121793
TU0-12877	ykgJ	330.0	False	37.07936821090599	0.0020629380373807897
TU0-12878	ecpE, ecpD, ecpC, ecpB	5625.0	True	8.596453217366063	0.0018554610322140954
TU0-12879	ecpA	714.0	False	38.57419590921116	0.001520059606491108
TU0-12880	matA	648.0	False	2.0774761941968087	0.002026746141988144
TU0-12881	ykgO, ykgM	432.0	True	12.818266908537408	0.0036101415654163816
TU0-12882	insEF1, insE1, insF1	2097.0	True	21.88752505289716	0.0022253853887564
TU0-12884	rclC, rclB	842.0	True	1.1953887026616313e-14	0.000126671633874259
TU0-12885	rclC, rclB, rclA	2490.0	True	5.356863903040741	0.0018954047154342963
TU0-12886	rclR	855.0	False	6.40435764693775	0.0016988901484312384
TU0-12887	ykgE, ykgF, ykgG	2846.0	True	7.916696638883442	0.002120109774340984
TU0-12888	ykgH	669.0	False	2.0488213501389234	0.0013591121187449908
TU0-12889	pdeL	1581.0	False	19.27515843622424	0.0015403270679109895
TU0-12890	yahB	933.0	False	22.303020291769823	0.0013918618083533037
TU0-12891	yahC	498.0	False	1.4088631661789697	0.0016503504299046317
TU0-12892	yahD, yahE, yahF, yahG	4464.0	True	3.0398013738061818	0.0015387926407062636
TU0-12893	yahH	321.0	False	0.19580810106270546	0.0022253853887564
TU0-12894	yahI, yahJ	2343.0	True	19.673938349386763	0.0020753971118225682
TU0-12895	yahK	1050.0	False	112.36041935827095	0.002026746141988144
TU0-12896	yahL	816.0	False	1.0411260007703707	0.001893844755628266
TU0-12897	yahM	246.0	False	3.639165195351642	0.0017773004629742187
TU0-12900	mhpT	1285.0	False	6.944023876699412	0.0016271060576524537
TU0-12901	yaiL	540.0	False	70.74403417162829	0.008886502314871094
TU0-12902	frmA, frmB, frmR	2347.0	True	78.31050493862803	0.0009316494362364856
TU0-12903	yaiO	1192.0	False	6.11303339902068	0.0013433084894572582
TU0-12904	insCD1, insC1, insD1	1229.0	True	15.481575470148133	0.0022253853887564
TU0-12906	yaiP	1197.0	False	6.743439968294188	0.001893844755628266
TU0-12908	hemB	1002.0	False	164.5504420024171	0.004278686299752749
TU0-12910	insEF2, insF2, insE2	1163.0	True	21.88752505289716	0.0022253853887564
TU0-12912	iprA	624.0	False	1.7097390287824836	0.0022253853887564
TU0-12913	iraP	328.0	False	268.061290354668	0.0015403270679109895
TU0-12914	yaiI	459.0	False	57.06612194128204	0.006795560593724954
TU0-12915	ppnP	314.0	False	664.8305886022018	0.0012557014140578719
TU0-12917	sbcC, sbcD	4371.0	True	41.024185076159995	0.0024601051606140314
TU0-12918	brnQ, proY	2872.0	True	55.23459982529583	0.0064180294496291234
TU0-12919	yajD	348.0	False	249.83203372555417	0.009627044174443685
TU0-12920	yajI	540.0	False	17.3648354990795	0.0022253853887564
TU0-12921	nusB, pgpA, nrdR, ribD, ribE, thiL	4131.0	True	143.4019731359737	0.0036022817575457663
TU0-12924	yajL, panE	1465.0	True	99.76183958753249	0.002576650058454045
TU0-12925	yajR	1386.0	False	26.4723001021924	0.011552453009332421
TU0-12926	ampG	1476.0	True	0.0	0.000126671633874259
TU0-12927	yajG	654.0	True	514.7890493078146	0.010144829914784662
TU0-12928	tig	1439.0	False	2278.5138043043817	0.0046209812037329686
TU0-12931	ybaV	372.0	False	21.567545960855256	0.0019580428829376988
TU0-12932	fadM	441.0	False	13.324502486917458	0.0016045073624072809
TU0-12933	queC	696.0	False	84.27389637424557	0.003983604485976697
TU0-12934	ybaE	1701.0	False	12.928110477445289	0.0021393431498763745
TU0-12935	cof	819.0	False	31.892841436428316	0.0022253853887564
TU0-12936	decR	490.0	False	38.206458743897144	0.023104906018664842
TU0-12937	mdlB, mdlA	3547.0	True	15.98940298430073	0.0014123635289064527
TU0-12939	ybaA	354.0	False	8.309904776787235	0.0013752920249205263
TU0-12940	pdeB	1551.0	False	26.147545202821885	0.0023104906018664843
TU0-12941	ylaC	508.0	False	111.35749981624402	0.01050223000848402
TU0-12942	maa	552.0	False	75.20941403721969	0.012836058899258247
TU0-12943	hha, tomB	705.0	True	116.82102341671171	0.002750584049841054
TU0-12944	mscK	3407.0	False	60.891543623010236	0.012836058899258247
TU0-12945	priC, ybaM	703.0	True	75.69893428992208	0.0020212436637746015
TU0-12946	ybaN	378.0	False	127.2466108463423	0.012836058899258247
TU0-12947	apt	654.0	False	450.4016147087371	0.006080238425964432
TU0-12948	dnaX	1968.0	False	133.56022815381164	0.008251752149523159
TU0-12951	hemH	1020.0	False	46.80768776855845	0.002406761043610921
TU0-12952	ybaL	1734.0	False	78.30413719547168	0.014440566261665526
TU0-12953	fsr	1221.0	False	41.243872214033175	0.0057762265046662105
TU0-12955	cueR	408.0	False	95.02901451068732	0.016503504299046318
TU0-12956	ybbJ, qmcA	1423.0	True	71.68486821817056	0.0026298267013114443
TU0-12957	fetA, fetB	1460.0	True	43.34761534856789	0.0024363281325987703
TU0-12959	ybbA, ybbP	3098.0	True	27.279411543108065	0.001738663496387822
TU0-12960	rhsD, ybbC	5870.0	True	11.85594172897212	0.002223505483737086
TU0-12961	ylbG	372.0	False	33.68854499734149	0.0022253853887564
TU0-12962	ybcF, fdrA, ylbE, ylbF	4653.0	True	2.608784761103345	0.0018334308545445487
TU0-12963	ppiB, lpxH	1220.0	True	98.10941024691955	0.006080238425964432
TU0-12964	ybcI	522.0	False	8.925983924031812	0.001893844755628266
TU0-12965	folD, ybcJ	1121.0	True	230.16048328031206	0.002630245997660506
TU0-12966	sfmA	543.0	False	0.8835243584519945	0.0018632988724729713
TU0-12967	sfmC, sfmD	3327.0	True	1.5975075562293346	0.001331861750449352
TU0-12968	sfmF, sfmH	1510.0	True	1.0864961705284417	0.001935988004311202
TU0-12971	insEF3, insE3, insF3	1163.0	True	21.88752505289716	0.0022253853887564
TU0-12973	ybcK	1527.0	False	1.771824524250794	0.0019918022429883486
TU0-12974	ybcL, ybcM	1359.0	True	18.224480820815902	0.0024222088038394892
TU0-12975	ylcG, ybcN, ninE, ybcO, rusA	1405.0	True	2.196871377770274	0.00216279538195858
TU0-12976	quuD	384.0	False	3.07561992888465	0.0017773004629742187
TU0-12978	rzoD	183.0	False	82.61191541888833	0.0022253853887564
TU0-12979	ybcV	411.0	False	0.34863393603714726	0.001582527809497592
TU0-12980	ybcW	207.0	False	7.817996620464952	0.002406761043610921
TU0-12981	nohD	546.0	False	3.214118341821559	0.0012557014140578719
TU0-12982	tfaD	564.0	False	3.6869232687766873	0.0017773004629742187
TU0-12983	tfaX	186.0	False	11.7198312196758	0.0027505840498410527
TU0-12985	ybdG	1248.0	False	45.56597785933567	0.0016742685520771624
TU0-12987	ybdF	369.0	False	51.28261924888418	0.002100446001696804
TU0-12988	ybdJ	249.0	False	64.21550553372491	0.002457968725389877
TU0-12989	ybdK	1119.0	False	28.04831652537617	0.002625557502121005
TU0-12990	insL2	1113.0	False	67.36753838009243	0.0022253853887564
TU0-12991	ybdD	198.0	False	36.35822130216343	0.0022253853887564
TU0-12992	ybdM	630.0	False	21.21413621757017	0.0017773004629742187
TU0-12993	ybdN	1338.0	False	4.723273462213166	0.0018632988724729713
TU0-12994	ybdO	903.0	False	3.725129727525302	0.0022253853887564
TU0-12995	dsbG	974.0	False	88.94941176297677	0.00525111500424201
TU0-12996	rnk	411.0	False	124.33336836717177	0.0022216255787177734
TU0-12997	rna	838.0	False	188.38649645171284	0.011552453009332421
TU0-12998	citT	1464.0	False	4.331657260079161	0.0028176714656908347
TU0-12999	citG, citX, citF, citE, citD, citC	5322.0	True	2.1387657217651803	0.0017354676806416898
TU0-13000	dpiB, dpiA	2559.0	True	25.961288716445406	0.002121323076174585
TU0-13001	cspE	252.0	False	21920.927049439433	0.0020629380373807897
TU0-13003	tatE	204.0	False	157.39628260310866	0.0018632988724729713
TU0-13004	lipA	1051.0	False	188.05696574504722	0.0037265977449459425
TU0-13005	ybeF	954.0	False	11.676848953588967	0.0012836058899258246
TU0-13006	lipB	642.0	True	0.0	0.000126671633874259
TU0-13007	ybeD	264.0	True	347.3158132109177	0.003548288361483036
TU0-13008	dacA	1212.0	False	269.49880836442793	0.00525111500424201
TU0-13009	mrdA, mrdB, rlpA, rlmH, rsfS	4971.0	True	185.14563358830654	0.0031656974064505415
TU0-13010	leuS, lptE, holA, cobC, nadD	5488.0	True	120.16249662112891	0.0041855959626905595
TU0-13011	ybeR, djlB	2132.0	True	2.2159746071408453	0.0017766267753743163
TU0-13012	ybeU, djlC	2156.0	True	5.504117962783346	0.001322062900643674
TU0-13013	hscC	1671.0	False	4.1549523883936175	0.0016503504299046317
TU0-13014	rihA	936.0	False	47.610023402179316	0.0021393431498763745
TU0-13015	insH3	981.0	False	334.04384460481896	0.0022253853887564
TU0-13016	lnt, ybeX	2442.0	True	0.0	0.000126671633874259
TU0-13017	ybeY, ybeZ	1505.0	True	26.28843151989533	0.000126671633874259
TU0-13018	miaB	1425.0	False	132.32329405202685	0.003850817669777474
TU0-13022	chiQ	327.0	False	18.99816161037911	0.002357643471292331
TU0-13023	ybfF	765.0	False	83.29008006154372	0.006795560593724954
TU0-13024	ybfP	495.0	False	11.423731164406183	0.001925408834888737
TU0-13025	ybfA	207.0	False	87.09162270665269	0.0018050707827081908
TU0-13026	rhsC, ybfB	4520.0	True	5.327413091097827	0.0018086235985548512
TU0-13027	ybfC	2000.0	False	4.603878278629066	0.0018337226998940352
TU0-13028	ybfQ	255.0	False	5.124441279023587	0.0022253853887564
TU0-13030	ybfD	762.0	False	1.0650050374843254	0.0021797081149683814
TU0-13031	abrB	1047.0	False	18.382082463134523	0.0018632988724729713
TU0-13032	ybgO, ybgP, ybgQ	4249.0	True	6.931288390430819	0.0016201349159655997
TU0-13033	ybgD	567.0	False	1.7049632214442767	0.0016988901484312384
TU0-13037	nadA, pnuC	1825.0	True	258.3401345073108	0.0036757805029694075
TU0-13038	zitB	942.0	False	64.33967652469003	0.0036101415654163816
TU0-13039	ybgS	381.0	False	36.06689705414632	0.0022253853887564
TU0-13040	modF, modE	2329.0	True	174.6417229178707	0.0028881132523331044
TU0-13041	acrZ	172.0	False	1062.0774675835514	0.0022253853887564
TU0-13042	ybhH	1053.0	False	0.6924920647317927	0.0019918022429883486
TU0-13043	ybhI	1434.0	False	1.0984356888861486	0.0022253853887564
TU0-13044	ybhJ	2262.0	False	6.14168824307856	0.0022253853887564
TU0-13045	ybhC	1324.0	False	213.55500114826853	0.008251752149523159
TU0-13046	ybhB	477.0	False	132.30896662999785	0.003850817669777474
TU0-13047	ybhL	731.0	False	216.4348129760863	0.0057762265046662105
TU0-13048	ybhM	714.0	False	7.760686932349187	0.0022253853887564
TU0-13049	ybhN, clsB, ybhP	2956.0	True	20.860726474175266	0.0020579996240978173
TU0-13050	cecR, ybhR, ybhS, ybhF, ybhG	5668.0	True	36.98480722551453	0.002512429788352172
TU0-13051	hcxB	1086.0	False	515.1711138947229	0.0013752920249205263
TU0-13052	ybiJ	261.0	False	198.85984195487097	0.003040119212982216
TU0-13053	ybiI	295.0	False	384.137287824872	0.003850817669777474
TU0-13054	ybiX	678.0	False	624.7376859569205	0.0022253853887564
TU0-13056	mcbA	358.0	False	25.225814385674266	0.0013752920249205263
TU0-13057	ybiO	2226.0	False	12.95676532150315	0.0022253853887564
TU0-13058	rhtA	888.0	False	14.45636882720402	0.007701635339554948
TU0-13059	mntR, ybiR	1668.0	True	83.32828652033443	0.011552453009332421
TU0-13060	ybiU	1266.0	False	29.67209102194194	0.0022253853887564
TU0-13061	ybiV	816.0	False	96.24206957570925	0.003983604485976697
TU0-13062	ybiW, ybiY	3338.0	True	5.141156604721563	0.0021353218281660803
TU0-13063	iaaA, gsiA, gsiB, gsiC, gsiD	6265.0	True	179.08799955472676	0.002784869442251418
TU0-13064	pdeI, dgcI	3685.0	True	25.070600646931574	0.0022253853887563998
TU0-13065	bssR	384.0	False	31.84508336304628	0.0022253853887564
TU0-13066	yliI	1116.0	False	11.33776663223253	0.002357643471292331
TU0-13067	deoR	789.0	False	114.3280519836743	0.016503504299046318
TU0-13069	ybjI, ybjJ	2024.0	True	55.08177399027246	0.0022253853887563998
TU0-13071	ybjL	1686.0	False	55.05550704993457	0.011552453009332421
TU0-13072	ybjO, rlmC	1657.0	True	32.05999469340821	0.002554869415525439
TU0-13073	ybjQ, amiD	1227.0	True	125.87834204264844	0.0022253853887563998
TU0-13074	ybjS	1014.0	False	84.08763988786951	0.0022253853887564
TU0-13075	poxB, ybjT, ltaE	4198.0	True	105.66234955952483	0.004306335694989477
TU0-13076	lysO	938.0	False	63.32242956063503	0.0020629380373807897
TU0-13077	aat	705.0	False	65.66257515864832	0.008251752149523159
TU0-13078	trxB	1060.0	False	614.5270098585836	0.003397780296862477
TU0-13079	rarA, lolA	2010.0	True	126.87170996994105	0.01050223000848402
TU0-13080	serS	1401.0	False	726.725051767234	0.003983604485976697
TU0-13081	ycaD	1149.0	False	34.13747088767723	0.0021393431498763745
TU0-13082	ycaM	1431.0	False	4.4223975996053495	0.0022253853887564
TU0-13083	pflA	854.0	False	54.25317141631402	0.007701635339554948
TU0-13084	ycaO	1761.0	False	126.51113651557128	0.004278686299752749
TU0-13085	ycaP	693.0	False	24.934490137657	0.0037265977449459425
TU0-13086	ycaL	765.0	False	18.663855096418192	0.0031222845971168706
TU0-13087	msbA, lpxK, ycaI, ycaQ	6302.0	True	74.1432150479587	0.0028427693386194755
TU0-13088	kdsB, ycaR	957.0	True	240.3042980763029	0.004443251157435547
TU0-13089	ycbJ	974.0	False	21.070861997280712	0.0022253853887564
TU0-13090	ldtD	1964.0	False	83.61005915361925	0.0027505840498410527
TU0-13091	mepK, gloC	1275.0	True	431.22913613057017	0.004722834259794581
TU0-13093	asnS	1653.0	False	1011.9983517855294	0.002567211779851649
TU0-13094	elfA	540.0	False	6.179894701812865	0.0022253853887564
TU0-13095	ycbF, elfD, elfC, elfG, ycbU, ycbV	6168.0	True	10.967641563146872	0.001960162041068528
TU0-13096	zapC	543.0	False	91.38507350789688	0.0026866169789145165
TU0-13098	ycbZ	1761.0	False	130.17895655498083	0.01050223000848402
TU0-13099	yccS, yccF	2636.0	True	52.037196809122094	0.0021629156952266016
TU0-13100	mgsA	485.0	False	388.7077354521033	0.006080238425964432
TU0-13101	yccT	727.0	False	14.704710808991264	0.0022253853887564
TU0-13102	hspQ	348.0	False	351.0504945531751	0.0036101415654163816
TU0-13103	rlmI	1191.0	False	92.55037049967994	0.008251752149523159
TU0-13104	tusE	330.0	False	101.38083827680401	0.0016503504299046317
TU0-13105	yccA	743.0	False	683.3081872112396	0.0064180294496291234
TU0-13106	etk, etp, gfcE	3774.0	True	13.579212211860666	0.0016294765397546634
TU0-13107	gfcD, gfcC, gfcB	3484.0	True	4.794910572353146	0.0019061791583786264
TU0-13108	gfcA	1264.0	False	16.753532159130224	0.0022651868645749847
TU0-13109	insA4, insAB4, insB4	698.0	True	105.06616960963036	0.0022253853887564
TU0-13110	gnsA, ymcE	394.0	True	6.347047958825217	0.002100446001696804
TU0-13111	yccM	1074.0	False	3.706026498158172	0.0012980284280148789
TU0-13112	torS	2745.0	False	7.770238547025606	0.0016742685520771624
TU0-13113	yccE	1287.0	False	2.0010632767138894	0.001925408834888737
TU0-13114	wrbA, yccJ	895.0	True	397.1441991237149	0.0011144980421959425
TU0-13116	efeB, efeO	2405.0	True	502.5200002431602	0.00525111500424201
TU0-13117	insEF4, insF4, insE4	1163.0	True	21.88752505289716	0.0022253853887564
TU0-13118	ycdU	1286.0	False	0.9885921199970976	0.0022216255787177734
TU0-13119	ghrA	939.0	False	177.32095083707088	0.0036101415654163816
TU0-13120	ycdX, ycdY	1316.0	True	268.83974695109333	0.0032090147248145617
TU0-13121	ycdZ	536.0	False	89.39833765331238	0.003850817669777474
TU0-13122	ymdA	525.0	True	266.5521352333289	0.0037103661159025646
TU0-13123	ymdB, clsC	1974.0	True	0.0	0.000126671633874259
TU0-13124	yceK	228.0	False	501.3547032519547	0.002026746141988144
TU0-13125	mdtG	1227.0	False	9.207756557272484	0.001724246717810809
TU0-13126	yceI, yceJ	1171.0	True	30.756199288847437	0.0022253853887564
TU0-13127	yceO, solA	1303.0	True	110.058480218761	0.002819348651087078
TU0-13128	dinI	268.0	False	203.54968476520102	0.002625557502121005
TU0-13129	yceB	599.0	False	113.9459873961879	0.0050228056562314875
TU0-13130	grxB	697.0	False	517.000248107563	0.0022253853887564
TU0-13131	mdtH	1209.0	False	7.994701492150477	0.0016988901484312384
TU0-13132	murJ	1536.0	False	44.15711469320415	0.012836058899258247
TU0-13133	yceQ	321.0	False	330.68167623488256	0.008886502314871094
TU0-13134	rluC	960.0	False	127.99641259928683	0.012836058899258247
TU0-13135	pabC, mltG, holB, tmk, ycfH	4275.0	True	805.1629115668244	0.006408467805627971
TU0-13136	hinT, ycfL, lpoB, thiK, nagZ, ycfP	3801.0	True	222.04399870073178	0.0019580428829376988
TU0-13137	ycfJ	540.0	False	36.37732453148766	0.006795560593724954
TU0-13138	ldtC	1006.0	False	29.122873177547024	0.0023104906018664843
TU0-13140	ycfT	1074.0	False	4.890426719207931	0.0016988901484312384
TU0-13141	lolC, lolD, lolE	3138.0	True	128.25908200310357	0.012836058899258247
TU0-13142	nagK, cobB	1767.0	True	118.08422445890358	0.002793862470205684
TU0-13143	ycfZ, ymfA	1247.0	True	9.530123552923598	0.0019378679093305156
